SaleDate,QuantityKg,UnitPrice,WholesalePrice,LossRate,QuantityCluster,AvgPriceKg,RelativeLossRate,MarginRate,segmentation
2020-11-18,5.266183386737592,6.407523947144956,6.467528472619244,5.061847144038711,5.63832038436393,5.060276155288377,5.1376799265445525,4.270011597588362,1
2020-11-19,5.337482145870858,6.485536151960961,6.488065020610417,5.079781749502872,5.509349332177565,5.045716414986674,5.133028729867441,4.96798609405862,1
2020-11-20,5.289217922335726,5.9924399864339,5.9966519842819155,5.079655839910488,5.398119108208447,5.023701473745668,5.157931858019141,4.944247977937892,1
2020-11-21,5.292401734089174,6.335037169949035,6.303095723051037,5.071287413461373,5.365930995731078,5.041447806470282,5.1410408048241,5.2543467072308685,1
2020-11-22,5.361148334186036,6.606366856994871,6.6681524718344,5.079648498816863,5.655958125247717,5.054267188987532,5.12274749528922,4.2947343321879945,1
2020-11-23,5.274851003011124,6.01564572671595,6.036343180942172,5.081302632496755,5.231057097284867,5.027823695133149,5.17002585123024,4.748489854221691,1
2020-11-24,5.251589246868119,6.310991095440705,6.303516679078105,5.099014638866135,5.433679933187338,5.050464470473796,5.222715220230056,5.057857210950037,1
2020-11-25,5.166095779117665,6.021970391270116,6.112509736347822,5.075910207084732,5.370593218233631,5.061154867275737,5.265161194696319,2.9253308585496325,1
2020-11-26,5.389634886687105,5.985925148149317,5.8980061584233905,5.07941708785936,5.272950152669614,5.010656188343406,5.111802210051021,5.707272701013415,0
2020-11-27,5.1489954781693585,6.052536988846652,6.030445726980823,5.081051424456434,5.262640271019796,5.060267519368412,5.309305262476389,5.201460814517944,1
2020-11-28,5.34529334363972,6.116974025864566,5.952204785022745,5.064787896406426,5.231057097284867,5.015850308363556,5.106692576896009,6.079748375124934,0
2020-11-29,5.205518544131745,6.270213776670454,6.034907981263705,5.061130032728795,5.4764232418664855,5.041256089850135,5.179178296527196,6.321315885614042,0
2020-11-30,5.191513398995885,6.066085737391357,6.172014464827113,5.092178657118612,5.429303374064488,5.057090392310218,5.273477320532642,0.6931471805599453,1
2020-12-01,5.147275651062566,5.842936597820979,5.658298121577321,5.063697555785203,5.192903327728049,5.027711530520858,5.256329278622494,6.333609384816946,0
2020-12-02,5.215160548040811,5.837702359566332,5.646084030633134,5.068468778854208,5.21488339802429,5.015066198677561,5.188599267727568,6.373586370590576,0
2020-12-03,5.33113960540352,6.004850469770639,5.771037197602435,5.065405059132486,5.262640271019796,5.009993478256094,5.113084577082575,6.450585299804892,0
2020-12-04,5.075069847883359,5.82064765540115,5.680856218608689,5.062484520602184,5.187331983658468,5.0641340283163245,5.444973335111254,6.104478405466088,0
2020-12-05,5.252469042884695,6.35921111445705,6.408331681171082,5.079835094421452,5.579693470942865,5.05898891074791,5.18303737421153,4.427670301857183,1
2020-12-06,5.548801206997697,6.818694930926395,6.7583155788143445,5.066547658593986,5.742972309411699,5.033613891424201,5.0598942848147805,5.402854717360644,1
2020-12-07,5.09337814441606,5.924230037961456,5.673221427239014,5.065193775643079,5.198443803819613,5.049970688656219,5.387236368337787,6.58423630505451,0
2020-12-08,5.126563966081892,6.065853686721896,5.832264709468742,5.055641949379203,5.24169604068445,5.050128072575417,5.2638291358444835,6.412371687875877,0
2020-12-09,5.0858625249567755,5.805105950690139,5.655958125247717,5.0645484246564525,5.21488339802429,5.05259284117245,5.410912973848948,6.169455109268132,0
2020-12-10,5.081369371133875,5.780713781055911,5.701714892308949,5.068951786551174,5.209433507131245,5.061786205868564,5.450192563940243,5.731669661789238,0
2020-12-11,5.19325883911291,6.5603095659221005,6.198357502009203,5.060661873808238,5.411603042397254,5.05893748581945,5.189425210651226,6.645044889442584,0
